DBASSP3_11539	DBASSP3_11539
DBASSP3_17324	DBASSP3_17325
DBASSP3_17324	DRAMP02430
DBASSP3_17324	DBASSP3_17326
DBASSP3_17324	E05999|Antimicrobialpeptide,Ixosin|hardtick(Ixodessinensis)
DBASSP3_17324	CAMPSQ12
DBASSP3_17324	AP03161
DBASSP3_17324	DBASSP3_1562
DBASSP3_17324	satpdb11172
DBASSP3_17800	DBASSP3_17800
DBASSP3_17800	DBASSP3_17799
DBASSP3_18038	DBASSP3_18038
DBASSP3_18207	DBASSP3_18207
DBASSP3_18580	DBASSP3_18580
DRAMP00933	DRAMP00933
DRAMP00933	PPepDB_2187
DRAMP00933	AP00428
DRAMP00933	DBASSP3_2016
DRAMP00933	CAMPSQ960
DRAMP00933	PPepDB_273
DRAMP00933	AP02066
DRAMP00933	DRAMP00932
DRAMP01251	DRAMP01251
DRAMP01251	AP00567
DRAMP01251	satpdb25565
DRAMP01251	CAMPSQ774
DRAMP01251	DBASSP3_1479
DRAMP02048	DRAMP02048
DRAMP02048	CAMPSQ3539
DRAMP02048	AP01831
DRAMP02048	satpdb23738
DRAMP02048	DBASSP3_3668
DRAMP02048	CAMPSQ3534
DRAMP02048	DBASSP3_3645
DRAMP02048	DRAMP02044
DRAMP02048	CAMPSQ3535
DRAMP02048	DRAMP02045
DRAMP02048	CAMPSQ3536
DRAMP02048	DRAMP02046
DRAMP02048	AP01820
DRAMP02048	CAMPSQ3537
DRAMP02048	DRAMP02047
DRAMP02048	AP01390
DRAMP02048	AP01821
DRAMP02048	CAMPSQ3538
DRAMP02048	satpdb12137
DRAMP02048	AP01303
DRAMP02048	DBASSP3_8433
DRAMP02048	satpdb13266
DRAMP02048	satpdb17258
DRAMP02048	AP01823
DRAMP02048	DRAMP02050
DRAMP02048	CAMPSQ3541
DRAMP02048	DRAMP02051
DRAMP02048	AP01825
DRAMP02048	DBASSP3_3653
DRAMP02048	AP01826
DRAMP02048	DBASSP3_3654
DRAMP02048	AP01827
DRAMP02048	DBASSP3_3655
DRAMP02048	DRAMP01386
DRAMP02048	satpdb23701
DRAMP02048	AP01828
DRAMP02048	DBASSP3_3656
DRAMP02048	satpdb21614
DRAMP02048	AP01829
DRAMP02048	DBASSP3_3657
DRAMP02048	AP01830
DRAMP02048	DBASSP3_3658
DRAMP02048	DBASSP3_3659
DRAMP02048	DBASSP3_4204
DRAMP02048	AP02611
DRAMP02048	DBASSP3_1506
DRAMP02048	DBASSP3_3660
DRAMP02048	AP01833
DRAMP02048	satpdb22103
DRAMP02048	DBASSP3_3670
DRAMP02048	satpdb10043
DRAMP02048	satpdb11091
DRAMP02048	E12110|Brevinin1OA1|goldencrossbandfrog(Odorranaandersonii)
DRAMP02048	CAMPSQ709
DRAMP02048	satpdb27158
DRAMP02048	DRAMP02038
DRAMP02048	satpdb20642
DRAMP02048	CAMPSQ3531
DRAMP02048	DRAMP02041
DRAMP02048	DRAMP02042
DRAMP02048	satpdb19833
DRAMP02048	CAMPSQ3533
DRAMP02048	DRAMP02043
DRAMP02135	DRAMP02135
DRAMP02135	DBASSP3_2293
DRAMP02135	AP02286
DRAMP02135	DBASSP3_5712
DRAMP02135	satpdb20168
DRAMP02135	satpdb11204
DRAMP02135	CAMPSQ552
DRAMP02425	DRAMP02425
DRAMP02425	satpdb21216
DRAMP02425	CAMPSQ1148
DRAMP02425	DBASSP3_4555
DRAMP02425	E08019|Ixosin|sheeptick(Ixodessinensis)
DRAMP02425	AP00884
DRAMP04023	DRAMP04023
DRAMP04023	DBASSP3_1728
DRAMP00539	DRAMP00539
DRAMP00571	DRAMP00571
DRAMP00603	DRAMP00603
DRAMP00603	DRAMP00599
DRAMP00603	DRAMP00600
DRAMP00603	DRAMP00602
DRAMP00603	DRAMP00601
DRAMP00603	DRAMP00606
DRAMP00603	DRAMP00604
DRAMP00603	DRAMP00605
DRAMP00668	DRAMP00668
DRAMP00668	DRAMP00667
DRAMP00700	DRAMP00700
DRAMP00732	DRAMP00732
DRAMP02848	DRAMP02848
DRAMP02848	DRAMP02847
DRAMP02848	CAMPSQ843
DRAMP03475	DRAMP03475
DRAMP03475	CAMPSQ1697
DRAMP03475	PPepDB_1459
DRAMP18407	DRAMP18407
DRAMP18407	PPepDB_257
DRAMP18407	AP02772
DRAMP18407	DRAMP18406
DRAMP18407	PPepDB_256
DRAMP18407	AP02773
E07803|Aflasin2|fungus(Aspergillusfumigatus)	E07803|Aflasin2|fungus(Aspergillusfumigatus)
E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)	E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)
E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)	satpdb15530
E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)	DBASSP3_9847
E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)	DBASSP3_17030
E20057|CathelicidinRC1|Americanbullfrog(Ranacatesbeiana)	AP02456
DBASSP3_4536	DBASSP3_4536
DBASSP3_4536	satpdb14650
DBASSP3_4536	AP02202
DBASSP3_4536	AP02307
DBASSP3_4536	DBASSP3_5730
DBASSP3_4536	satpdb27823
DBASSP3_4536	E20312|CathelicidinLfCATH2|fragilewartfrog(Limnonectesfragilis)
DBASSP3_4617	DBASSP3_4617
DBASSP3_4780	DBASSP3_4780
DBASSP3_4780	DBASSP3_676
DBASSP3_4780	DBASSP3_4782
DBASSP3_4780	DBASSP3_4785
DBASSP3_5077	DBASSP3_5077
DBASSP3_5077	DBASSP3_5082
DBASSP3_5077	CAMPSQ471
DBASSP3_5077	DRAMP03138
DBASSP3_5077	DRAMP03140
DBASSP3_5077	satpdb12312
DBASSP3_5077	DBASSP3_2138
DBASSP3_5077	satpdb12375
DBASSP3_5077	CAMPSQ1107
DBASSP3_5209	DBASSP3_5209
DBASSP3_5209	DBASSP3_5207
DBASSP3_5209	DBASSP3_5206
DBASSP3_5426	DBASSP3_5426
DBASSP3_5731	DBASSP3_5731
DBASSP3_6114	DBASSP3_6114
DBASSP3_6228	DBASSP3_6228
DBASSP3_6228	CAMPSQ60
DBASSP3_6228	satpdb25291
DBASSP3_6228	AP00755
DBASSP3_6228	satpdb24575
DBASSP3_6228	E07648|CecropinDlikepeptide|waxmoth(Galleriamellonella)
DBASSP3_6228	DBASSP3_1238
DBASSP3_6228	E07644|CecropinDlikepeptide|waxmoth(Galleriamellonella)
DBASSP3_6228	CAMPSQ161
DBASSP3_6228	DRAMP03520
DBASSP3_6228	DBASSP3_16445
DBASSP3_6228	DRAMP03494
DBASSP3_6228	satpdb18169
DBASSP3_6228	CAMPSQ285
DBASSP3_6228	DRAMP18721
DBASSP3_6228	E20344|HinnavinI|smallwhitebutterfly(Artogeiarapae)
DBASSP3_6228	DBASSP3_15915
DBASSP3_6228	DBASSP3_8211
DBASSP3_6228	satpdb26885
DBASSP3_6228	E20668|Papiliocin|Asianswallowtailbutterfly(Papilioxuthus)
DBASSP3_6228	DBASSP3_15916
DBASSP3_6228	DBASSP3_1438
DBASSP3_6228	DRAMP03496
DBASSP3_6228	DRAMP03497
DBASSP3_6228	CAMPSQ3474
DBASSP3_6228	DRAMP03498
DBASSP3_6228	AP01751
DBASSP3_6228	AP00127
DBASSP3_6228	DBASSP3_5349
DBASSP3_6228	DRAMP03507
DBASSP3_6228	AP00128
DBASSP3_6228	AP01259
DBASSP3_6228	DRAMP21414
DBASSP3_6228	satpdb21313
DBASSP3_6228	CAMPSQ286
DBASSP3_6228	DBASSP3_3460
DBASSP3_6228	satpdb12319
DBASSP3_6228	CAMPSQ287
DBASSP3_6228	CAMPSQ288
DBASSP3_6228	DBASSP3_13146
DBASSP3_6228	AP03235
DBASSP3_6228	satpdb19802
DBASSP3_6228	satpdb24956
DBASSP3_6228	DBASSP3_4743
DBASSP3_6228	E20200|Cecropin2|diamondbackmoth(Plutellaxylostella)
DBASSP3_6228	DBASSP3_8607
DBASSP3_6228	satpdb22700
DBASSP3_6228	E20201|Cecropin3|diamondbackmoth(Plutellaxylostella)
DBASSP3_6228	DRAMP04665
DBASSP3_6228	E21294|CecropinA2|monarchbutterfly(Danausplexippus)
DBASSP3_6228	E20903|CecropinPxcec1|diamondbackmoth(Plutellaxylostella)
DBASSP3_6228	DBASSP3_18590
DBASSP3_6228	DBASSP3_18591
DBASSP3_6228	DRAMP20880
DBASSP3_6228	CAMPSQ3703
DBASSP3_6228	DBASSP3_4571
DBASSP3_6228	AP02632
DBASSP3_6228	AP02031
DBASSP3_6228	AP02633
DBASSP3_6228	DBASSP3_8606
DBASSP3_6461	DBASSP3_6461
DBASSP3_6751	DBASSP3_6751
DBASSP3_6900	DBASSP3_6900
DBASSP3_7051	DBASSP3_7051
DBASSP3_7088	DBASSP3_7088
DBASSP3_7162	DBASSP3_7162
DBASSP3_7296	DBASSP3_7296
DBASSP3_7296	DBASSP3_7297
DBASSP3_7296	DBASSP3_7298
DBASSP3_7296	DBASSP3_7302
DBASSP3_7296	DBASSP3_7303
DBASSP3_7405	DBASSP3_7405
DBASSP3_7457	DBASSP3_7457
DBASSP3_7457	DBASSP3_7435
DBASSP3_7787	DBASSP3_7787
DBASSP3_7787	DBASSP3_7779
DBASSP3_8703	DBASSP3_8703
DBASSP3_8926	DBASSP3_8926
DBASSP3_9068	DBASSP3_9068
DBASSP3_9216	DBASSP3_9216
DBASSP3_9216	PPepDB_3265
DBASSP3_9309	DBASSP3_9309
DBASSP3_9454	DBASSP3_9454
DBASSP3_9491	DBASSP3_9491
DBASSP3_9583	DBASSP3_9583
DBASSP3_9783	DBASSP3_9783
DBASSP3_9828	DBASSP3_9828
DBASSP3_10000	DBASSP3_10000
DBASSP3_10000	DBASSP3_10001
DBASSP3_10000	DBASSP3_10002
DBASSP3_10000	DBASSP3_10003
DBASSP3_10000	DBASSP3_10004
DBASSP3_10000	DBASSP3_10005
DBASSP3_10000	DBASSP3_10006
DBASSP3_10000	DBASSP3_10007
DBASSP3_10000	DBASSP3_10008
DBASSP3_10000	DBASSP3_10009
DBASSP3_10000	DBASSP3_10010
DBASSP3_10072	DBASSP3_10072
DBASSP3_10072	DBASSP3_873
DBASSP3_10072	DBASSP3_875
DBASSP3_10072	DBASSP3_874
DBASSP3_10072	AP00308
DBASSP3_10072	CAMPSQ278
DBASSP3_10072	satpdb18145
DBASSP3_10072	DRAMP01163
DBASSP3_10072	DBASSP3_872
DBASSP3_10072	DBASSP3_876
DBASSP3_10072	DBASSP3_881
DBASSP3_10072	DBASSP3_882
DBASSP3_10072	DBASSP3_883
DBASSP3_10072	DBASSP3_884
DBASSP3_10072	DBASSP3_7648
DBASSP3_10072	DRAMP03563
DBASSP3_10072	DBASSP3_880
DBASSP3_10072	DBASSP3_10523
DBASSP3_10361	DBASSP3_10361
DBASSP3_10455	DBASSP3_10455
DBASSP3_10455	DBASSP3_10450
DBASSP3_10455	DBASSP3_10451
DBASSP3_10455	DBASSP3_10452
DBASSP3_10455	DBASSP3_10453
DBASSP3_10589	DBASSP3_10589
DBASSP3_10589	satpdb23114
DBASSP3_10589	satpdb12098
DBASSP3_10589	satpdb12167
DBASSP3_10589	DRAMP02597
DBASSP3_10589	DBASSP3_2002
DBASSP3_10589	DRAMP02598
DBASSP3_10589	DRAMP02599
DBASSP3_10589	DRAMP02600
DBASSP3_10589	DRAMP02601
DBASSP3_10589	CAMPSQ346
DBASSP3_10589	CAMPSQ347
DBASSP3_10589	AP00276
DBASSP3_10589	CAMPSQ348
DBASSP3_10589	AP00277
DBASSP3_10589	CAMPSQ349
DBASSP3_10589	AP00278
DBASSP3_10589	AP00279
DBASSP3_10589	satpdb26035
DBASSP3_10589	DBASSP3_2364
DBASSP3_10653	DBASSP3_10653
DBASSP3_11200	DBASSP3_11200
DBASSP3_11257	DBASSP3_11257
DBASSP3_11331	DBASSP3_11331
DBASSP3_11561	DBASSP3_11561
DBASSP3_11599	DBASSP3_11599
DBASSP3_11599	DBASSP3_11611
DBASSP3_11599	DBASSP3_11587
DBASSP3_12111	DBASSP3_12111
DBASSP3_12389	DBASSP3_12389
DBASSP3_12549	DBASSP3_12549
DBASSP3_12800	DBASSP3_12800
DBASSP3_12800	DBASSP3_12799
DBASSP3_13028	DBASSP3_13028
DBASSP3_13373	DBASSP3_13373
DBASSP3_13746	DBASSP3_13746
DBASSP3_13746	DBASSP3_168
DBASSP3_13746	DBASSP3_13733
DBASSP3_13746	DBASSP3_165
DBASSP3_13746	DBASSP3_166
DBASSP3_13746	DBASSP3_1414
DBASSP3_13746	DBASSP3_1415
DBASSP3_13746	DBASSP3_2812
DBASSP3_13746	DBASSP3_4732
DBASSP3_13746	DBASSP3_4734
DBASSP3_13746	DBASSP3_4733
DBASSP3_13746	DBASSP3_4735
DBASSP3_14047	DBASSP3_14047
DBASSP3_14331	DBASSP3_14331
DBASSP3_14935	DBASSP3_14935
DBASSP3_14935	DBASSP3_14936
DBASSP3_14935	DBASSP3_14937
DBASSP3_14935	DBASSP3_14906
DBASSP3_15072	DBASSP3_15072
DBASSP3_15960	DBASSP3_15960
satpdb15096	satpdb15096
satpdb15096	DBASSP3_3535
satpdb16367	satpdb16367
satpdb16367	CAMPSQ3266
satpdb16367	DBASSP3_4455
satpdb17772	satpdb17772
satpdb17772	DRAMP03166
satpdb17772	AP01287
satpdb22463	satpdb22463
satpdb22463	satpdb25604
satpdb25129	satpdb25129
satpdb25129	satpdb23063
AP02270	AP02270
AP02270	DBASSP3_1616
AP02270	DBASSP3_1617
AP02270	DBASSP3_1618
AP02270	DBASSP3_1619
AP02270	DRAMP18705
AP02270	satpdb22251
AP02703	AP02703
AP02703	E19521|AntimicrobialpeptideISGCock_Contig05_0593|Americancockroach(Periplanetaamericana)
AP02703	DBASSP3_9131
DRAMP00519	DRAMP00519
DRAMP00551	DRAMP00551
DRAMP00551	DRAMP00552
DRAMP00551	DRAMP00562
DRAMP00551	DRAMP00560
DRAMP00551	DRAMP00561
DRAMP00551	DRAMP00566
DRAMP00551	DRAMP00565
DRAMP00551	DRAMP00564
DRAMP00583	DRAMP00583
DRAMP00648	DRAMP00648
DRAMP00648	DRAMP00647
DRAMP00648	DRAMP00649
DRAMP00648	DRAMP00653
DRAMP00648	DRAMP00650
DRAMP00648	DRAMP00651
DRAMP00648	DRAMP00652
DRAMP00648	DRAMP00654
DRAMP00648	DRAMP00655
DRAMP00648	DRAMP00660
DRAMP00648	DRAMP00658
DRAMP00648	DRAMP00657
DRAMP00648	DRAMP00659
DRAMP00680	DRAMP00680
DRAMP00680	DRAMP00681
DRAMP00744	DRAMP00744
DRAMP04660	DRAMP04660
DRAMP04660	DRAMP04662
DRAMP04660	DRAMP04664
DRAMP04660	DBASSP3_5565
DRAMP04660	DBASSP3_5567
DRAMP04660	DBASSP3_8815
DRAMP04660	DBASSP3_4966
DRAMP04660	DBASSP3_4967
DRAMP04660	DBASSP3_4968
DRAMP04660	DBASSP3_4969
DRAMP04660	DRAMP04659
DRAMP04660	DRAMP04661
DRAMP04660	DBASSP3_5566
DRAMP04660	DBASSP3_8816
DRAMP04660	DBASSP3_10336
DRAMP04660	DBASSP3_12591
E25047|AntifungalpeptideAFPJ|potato(Solanumtuberosum)	E25047|AntifungalpeptideAFPJ|potato(Solanumtuberosum)
E24641|AntimicrobialpeptideAsR174|garlic(Alliumsativum)	E24641|AntimicrobialpeptideAsR174|garlic(Alliumsativum)
E23139|MmyrmeciitoxinMp1e|Australianjumperant(Myrmeciapilosula)	E23139|MmyrmeciitoxinMp1e|Australianjumperant(Myrmeciapilosula)
E19835|MyticalinD5|musselspeciescomplex(Mytilusgalloprovincialis,Mytilusedulis,Mytilustrossolus,Mytiluschilensis)	E19835|MyticalinD5|musselspeciescomplex(Mytilusgalloprovincialis,Mytilusedulis,Mytilustrossolus,Mytiluschilensis)
LPDB_P2020003	LPDB_P2020003
LPDB_P2020035	LPDB_P2020035
PHYT00257	PHYT00257
PHYT00257	PHYT00256
PPepDB_1449	PPepDB_1449
PPepDB_1449	DRAMP00375
PPepDB_1449	CAMPSQ3955
PPepDB_3377	PPepDB_3377
PPepDB_3591	PPepDB_3591
satpdb11459	satpdb11459
satpdb12613	satpdb12613
satpdb12613	CAMPSQ3513
satpdb12613	DBASSP3_4175
satpdb12994	satpdb12994
satpdb16056	satpdb16056
satpdb27053	satpdb27053
satpdb27053	CAMPSQ114
satpdb27053	DBASSP3_628
satpdb27053	DRAMP02872
AP00141	AP00141
AP02436	AP02436
AP02436	PPepDB_252
AP02436	PPepDB_245
AP02436	PPepDB_2188
AP02436	CAMPSQ745
AP02436	AP02707
AP02436	DRAMP18455
AP02436	AP00992
AP02436	DBASSP3_1721
AP02436	DRAMP00276
AP02436	CAMPSQ744
AP02436	DRAMP00275
AP02436	PPepDB_1647
AP02436	AP00991
AP02436	CAMPSQ2981
AP02436	DBASSP3_1720
AP02436	PPepDB_1543
CAMPSQ2803	CAMPSQ2803
CAMPSQ2803	PPepDB_2095
CAMPSQ2803	DBASSP3_2432
CAMPSQ2803	satpdb22304
CAMPSQ3939	CAMPSQ3939
CAMPSQ3977	CAMPSQ3977
CAMPSQ3977	DRAMP00373
CAMPSQ3977	PPepDB_617
CAMPSQ6837	CAMPSQ6837
CAMPSQ6837	CAMPSQ6836
DBASSP3_489	DBASSP3_489
AP00726	AP00726
AP01444	AP01444
AP01444	DBASSP3_13350
AP01444	E05535|Temporin1SPa|minkfrog(Ranaseptentrionalis)
AP02068	AP02068
AP02285	AP02285
AP02285	E20298|AntimicrobialpeptideCPFSt6|Westernclawedfrog(Siluranatropicalis)
AP02285	DBASSP3_5711
AP02285	satpdb10107
AP02438	AP02438
AP02519	AP02519
AP02723	AP02723
AP02723	CAMPSQ2582
AP02723	AP02620
AP03159	AP03159
AP03159	DBASSP3_14832
CAMPSQ3273	CAMPSQ3273
CAMPSQ3273	DRAMP03791
CAMPSQ3512	CAMPSQ3512
CAMPSQ3512	DBASSP3_4174
CAMPSQ3512	satpdb18818
CAMPSQ3512	DBASSP3_14970
DBASSP3_547	DBASSP3_547
DBASSP3_603	DBASSP3_603
DBASSP3_763	DBASSP3_763
DBASSP3_979	DBASSP3_979
DBASSP3_1164	DBASSP3_1164
DBASSP3_1164	DBASSP3_9471
DBASSP3_1164	DBASSP3_9472
DBASSP3_1164	DBASSP3_9473
DBASSP3_1164	DBASSP3_9474
DBASSP3_1164	DBASSP3_9475
DBASSP3_1164	DBASSP3_9476
DBASSP3_1276	DBASSP3_1276
DBASSP3_1560	DBASSP3_1560
DBASSP3_1560	DRAMP03868
DRAMP21457	DRAMP21457
E24642|AntimicrobialpeptideAsR498|garlic(Alliumsativum)	E24642|AntimicrobialpeptideAsR498|garlic(Alliumsativum)
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	E20110|Cremycin1/2|fruitnematode(Caenorhabditisremanei)
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	AP02738
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	DRAMP18434
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	E20112|Cremycin5|fruitnematode(Caenorhabditisremanei)
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	AP00672
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	DRAMP02884
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	satpdb25108
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	CAMPSQ68
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	E02764|Antifungalpeptide,Drosomycin|fruitfly(Drosophila)
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	DBASSP3_461
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	satpdb15701
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	DRAMP03093
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	DRAMP03094
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	satpdb22558
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	CAMPSQ4323
E20111|Cremycin3/4|fruitnematode(Caenorhabditisremanei)	AP01551
E05600|Histatin3[712]|human(Homosapiens)	E05600|Histatin3[712]|human(Homosapiens)
E19843|ModiocalinMm1/Mk1|Northernhorsemussel(Modiolusmodiolus),Kurilmussel(Modioluskurilensis)	E19843|ModiocalinMm1/Mk1|Northernhorsemussel(Modiolusmodiolus),Kurilmussel(Modioluskurilensis)
E19843|ModiocalinMm1/Mk1|Northernhorsemussel(Modiolusmodiolus),Kurilmussel(Modioluskurilensis)	E19839|Modiocalin2|Philippinehorsemussel(Modiolusphilippinarum)
E11012|TunicyclinC|Chinaplant(Psammosilenetunicoides)	E11012|TunicyclinC|Chinaplant(Psammosilenetunicoides)
E11012|TunicyclinC|Chinaplant(Psammosilenetunicoides)	PPepDB_2751
LPDB_P2020009	LPDB_P2020009
PHYT00103	PHYT00103
PHYT00103	PHYT00106
PHYT00103	PHYT00112
PHYT00103	PHYT00111
PHYT00103	PHYT00110
PPepDB_2453	PPepDB_2453
PPepDB_2453	E06930|ElicitorpeptideAtPep4|mouseearcress(Arabidopsisthaliana)
PPepDB_3142	PPepDB_3142
PPepDB_3387	PPepDB_3387
PPepDB_3387	PPepDB_3593
PPepDB_3633	PPepDB_3633
satpdb12661	satpdb12661
satpdb12661	CAMPSQ342
satpdb13459	satpdb13459
satpdb20155	satpdb20155
satpdb20155	DBASSP3_5586
satpdb23388	satpdb23388
LPDB_P2020011	LPDB_P2020011
PPepDB_696	PPepDB_696
PPepDB_696	DRAMP00380
PPepDB_696	CAMPSQ1109
PPepDB_3151	PPepDB_3151
PPepDB_3151	PPepDB_3150
PPepDB_3655	PPepDB_3655
satpdb11525	satpdb11525
satpdb11525	DBASSP3_3276
satpdb11525	DBASSP3_3272
satpdb11525	satpdb10827
satpdb11525	satpdb11873
satpdb11525	satpdb13387
satpdb11525	DBASSP3_3261
satpdb11525	satpdb26250
satpdb11525	AP01922
satpdb11525	satpdb20159
satpdb11525	DBASSP3_3262
satpdb11525	satpdb18632
satpdb11525	DBASSP3_3271
satpdb11525	satpdb10878
satpdb11525	satpdb26207
satpdb11525	DBASSP3_3270
satpdb11525	satpdb15627
satpdb11525	satpdb12302
satpdb11525	satpdb26023
satpdb11525	DBASSP3_3274
satpdb11525	satpdb25785
satpdb11525	satpdb10723
satpdb11525	DBASSP3_3286
satpdb19748	satpdb19748
satpdb27148	satpdb27148
AP02175	AP02175
AP02175	DBASSP3_5668
AP02533	AP02533
AP02533	satpdb25874
AP02533	E20156|Thymosinbeta|Pacificoyster(Crassostreagigas)
AP02973	AP02973
AP02973	DBASSP3_11210
CAMPSQ665	CAMPSQ665
DBASSP3_497	DBASSP3_497
DBASSP3_497	DBASSP3_726
DBASSP3_497	DBASSP3_496
DBASSP3_552	DBASSP3_552
DBASSP3_617	DBASSP3_617
DBASSP3_729	DBASSP3_729
DBASSP3_729	DBASSP3_17338
DBASSP3_729	DBASSP3_17015
DBASSP3_901	DBASSP3_901
DBASSP3_1169	DBASSP3_1169
DBASSP3_1341	DBASSP3_1341
DBASSP3_1421	DBASSP3_1421
DBASSP3_1517	DBASSP3_1517
DBASSP3_1970	DBASSP3_1970
DBASSP3_1970	DBASSP3_5699
DBASSP3_1970	DBASSP3_5805
DBASSP3_1970	CAMPSQ3397
DBASSP3_1970	DBASSP3_5806
DBASSP3_1970	CAMPSQ3398
DBASSP3_1970	E11014|Brevenin2RN1|blackstrippedfrog(Rananigrovittata)
DBASSP3_1970	E11015|Brevenin2RN2|blackstrippedfrog(Rananigrovittata)
DBASSP3_1970	satpdb25533
DBASSP3_1970	AP02282
DBASSP3_1970	DBASSP3_5698
DBASSP3_1970	AP01644
DBASSP3_1970	AP01645
DBASSP3_1970	DRAMP02036
DBASSP3_1970	DRAMP02037
DBASSP3_1970	satpdb24030
DBASSP3_2048	DBASSP3_2048
DBASSP3_2186	DBASSP3_2186
DBASSP3_2186	DBASSP3_2181
DBASSP3_2186	DBASSP3_2180
DBASSP3_2665	DBASSP3_2665
DBASSP3_2665	DBASSP3_2675
DBASSP3_2710	DBASSP3_2710
DBASSP3_3077	DBASSP3_3077
DBASSP3_3077	DBASSP3_3073
DBASSP3_3077	DBASSP3_3074
DBASSP3_3077	DBASSP3_3075
DBASSP3_3077	DBASSP3_3076
DBASSP3_3329	DBASSP3_3329
DBASSP3_3481	DBASSP3_3481
DBASSP3_3481	AP02126
DBASSP3_3481	satpdb17775
DBASSP3_3481	DBASSP3_2159
DBASSP3_3481	DBASSP3_14226
DBASSP3_3481	DBASSP3_14228
DBASSP3_3481	DBASSP3_14229
DBASSP3_3481	DBASSP3_14230
DBASSP3_3481	DBASSP3_14231
DBASSP3_3481	AP03303
DBASSP3_3481	satpdb10973
DBASSP3_3481	satpdb22533
DBASSP3_3481	DBASSP3_3248
DBASSP3_3481	DBASSP3_3490
DBASSP3_3481	E12844|Pantinin1|emperorscorpion(Pandinusimperator)
DBASSP3_3481	satpdb28116
DBASSP3_3481	CAMPSQ3846
DBASSP3_3481	AP02213
DBASSP3_3481	DRAMP18188
DBASSP3_3481	DBASSP3_14227
DBASSP3_3481	satpdb16249
DBASSP3_3481	DBASSP3_9870
DBASSP3_3481	AP02762
DBASSP3_3481	DRAMP18414
DBASSP3_3481	satpdb20533
DBASSP3_3481	DBASSP3_9953
DBASSP3_3481	DBASSP3_3247
DBASSP3_3481	satpdb19428
DBASSP3_3481	CAMPSQ3675
DBASSP3_3481	AP01980
DBASSP3_3481	satpdb25566
DBASSP3_3481	satpdb17413
DBASSP3_3481	DBASSP3_3246
DBASSP3_3481	DBASSP3_3353
DBASSP3_4740	DBASSP3_4740
DBASSP3_5035	DBASSP3_5035
DBASSP3_5113	DBASSP3_5113
DBASSP3_5197	DBASSP3_5197
DBASSP3_5253	DBASSP3_5253
DBASSP3_5253	AP03334
DBASSP3_5253	DBASSP3_1540
DBASSP3_5253	AP01521
DBASSP3_5253	E20582|Cathelicidin3.4|goat(Caprahirca)
DBASSP3_5253	satpdb12266
DBASSP3_5253	DBASSP3_4306
DBASSP3_6330	DBASSP3_6330
DBASSP3_6330	DBASSP3_6329
DBASSP3_6330	DBASSP3_6328
DBASSP3_6330	DBASSP3_6331
DBASSP3_6705	DBASSP3_6705
DBASSP3_6705	DRAMP02238
DBASSP3_6864	DBASSP3_6864
DBASSP3_6995	DBASSP3_6995
DBASSP3_6995	DBASSP3_6863
DBASSP3_7077	DBASSP3_7077
DBASSP3_7430	DBASSP3_7430
DBASSP3_7672	DBASSP3_7672
DBASSP3_7747	DBASSP3_7747
DBASSP3_8029	DBASSP3_8029
DBASSP3_8029	E20061|TemporinTP1|Taipeifrog(Hylaranataipehensis)
DBASSP3_8029	AP02458
DBASSP3_8029	satpdb17939
DBASSP3_8107	DBASSP3_8107
DBASSP3_8387	DBASSP3_8387
DBASSP3_8588	DBASSP3_8588
DBASSP3_8980	DBASSP3_8980
DBASSP3_8980	DRAMP04171
DBASSP3_8980	DBASSP3_8979
DBASSP3_8980	DRAMP04170
DBASSP3_9179	DBASSP3_9179
DBASSP3_9179	AP03223
DBASSP3_9297	DBASSP3_9297
DBASSP3_9627	DBASSP3_9627
DBASSP3_9659	DBASSP3_9659
DBASSP3_9958	DBASSP3_9958
DBASSP3_10023	DBASSP3_10023
DBASSP3_10141	DBASSP3_10141
DBASSP3_10141	DBASSP3_7670
DBASSP3_10141	DBASSP3_10137
DBASSP3_10141	DBASSP3_7671
DBASSP3_10141	DBASSP3_10139
DBASSP3_10141	DBASSP3_7673
