,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,DataBases,Code_SP,Name_SP,Organism_SP
2234,AP00514,sp|P82876|RLCA_LITCL,100.0,20,0,0,1,20,1,20,3.09e-08,45.1,APD3,P82876,RLCA,LITCL
2237,AP00515,sp|P82877|RLCB_LITCL,100.0,20,0,0,1,20,1,20,3.09e-08,45.1,APD3,P82877,RLCB,LITCL
2240,AP00516,sp|P61507|LYT1_HOGCA,100.0,25,0,0,1,25,1,25,7.15e-11,52.0,APD3,P61507,LYT1,HOGCA
2242,AP00518,sp|O24006|AMP_IMPBA,100.0,20,0,0,1,20,55,74,2.32e-10,54.7,APD3,O24006,AMP,IMPBA
2243,AP00519,sp|O24006|AMP_IMPBA,70.0,20,6,0,1,20,55,74,3.44e-05,40.0,APD3,O24006,AMP,IMPBA
2244,AP00520,sp|P15516|HIS3_HUMAN,100.0,32,0,0,1,32,20,51,2.41e-16,66.6,APD3,P15516,HIS3,HUMAN
2246,AP00524,sp|O15263|DFB4A_HUMAN,100.0,41,0,0,1,41,24,64,5.22e-29,99.4,APD3,O15263,DFB4A,HUMAN
2271,AP00525,sp|P83082|M3H2_BOMMX,100.0,20,0,0,1,20,124,143,0.000118,38.1,APD3,P83082,M3H2,BOMMX
2280,AP00526,sp|Q58T42|M4H34_BOMMX,100.0,20,0,0,1,20,119,138,1.51e-05,40.4,APD3,Q58T42,M4H34,BOMMX
2305,AP00527,sp|Q58T61|M5H43_BOMMX,100.0,20,0,0,1,20,124,143,4.16e-06,42.0,APD3,Q58T61,M5H43,BOMMX
2315,AP00532,sp|P18646|DEF_VIGUN,75.0,20,5,0,1,20,29,48,1.33e-06,42.0,APD3,P18646,DEF,VIGUN
2322,AP00533,sp|P0DQJ8|OCE1_LEPFX,100.0,25,0,0,1,25,1,25,7.15e-11,52.0,APD3,P0DQJ8,OCE1,LEPFX
2332,AP00534,sp|P07504|THN_PYRPU,90.0,20,2,0,1,20,1,20,7.69e-09,47.0,APD3,P07504,THN,PYRPU
2354,AP00538,sp|P83705|HLOA_HALAU,100.0,18,0,0,1,18,1,18,8.09e-08,43.9,APD3,P83705,HLOA,HALAU
2356,AP00549,sp|Q53I06|DEFPL_PSENR,100.0,40,0,0,1,40,56,95,2.88e-29,100.0,APD3,Q53I06,DEFPL,PSENR
2365,AP00550,sp|P01541|THN_DENCL,71.1,45,13,0,1,45,1,45,4.29e-20,76.6,APD3,P01541,THN,DENCL
2390,AP00556,sp|P0C010|KAS1_KASSE,100.0,21,0,0,1,21,1,21,9.68e-10,48.9,APD3,P0C010,KAS1,KASSE
2392,AP00565,sp|P0C5X0|B1DYE_RANDY,100.0,17,0,0,1,17,1,17,1.49e-05,38.1,APD3,P0C5X0,B1DYE,RANDY
2394,AP00566,sp|P0C5X3|B2DYC_RANDY,100.0,33,0,0,1,33,1,33,4.36e-17,68.2,APD3,P0C5X3,B2DYC,RANDY
2406,AP00568,sp|P0C5X5|B2DYE_RANDY,97.4,38,0,1,1,38,1,37,7.04e-18,70.5,APD3,P0C5X5,B2DYE,RANDY
2413,AP00569,sp|B3VZU1|B1CYD_RANDY,90.0,20,2,0,1,20,47,66,1.81e-05,38.9,APD3,B3VZU1,B1CYD,RANDY
2415,AP00570,sp|A8DY01|PLEA1_NIDPL,100.0,26,0,0,1,26,44,69,2.23e-13,59.3,APD3,A8DY01,PLEA1,NIDPL
2419,AP00571,sp|A8B5P0|PLEA2_NIDPL,100.0,26,0,0,1,26,44,69,3.17e-13,58.9,APD3,A8B5P0,PLEA2,NIDPL
2423,AP00579,sp|P85071|NIG2A_ODOGR,100.0,21,0,0,1,21,46,66,3.5e-08,45.8,APD3,P85071,NIG2A,ODOGR
2427,AP00580,sp|C0HL73|NIG2B_ODOGR,100.0,21,0,0,1,21,1,21,5.6e-09,47.0,APD3,C0HL73,NIG2B,ODOGR
2432,AP00581,sp|P85070|NIG2C_ODOGR,100.0,21,0,0,1,21,47,67,7.21e-08,45.1,APD3,P85070,NIG2C,ODOGR
2436,AP00587,sp|P0C5X1|B2DYA_RANDY,69.7,33,10,0,1,33,1,33,1.13e-10,52.0,APD3,P0C5X1,B2DYA,RANDY
2458,AP00599,sp|P0DQK8|B2RP_LITST,100.0,21,0,0,1,21,1,21,3.94e-09,47.4,APD3,P0DQK8,B2RP,LITST
2459,AP00601,sp|P0C5W6|B1DYA_RANDY,100.0,20,0,0,1,20,1,20,2.08e-06,40.4,APD3,P0C5W6,B1DYA,RANDY
2462,AP00602,sp|P0C5W7|B1DYB_RANDY,100.0,20,0,0,1,20,47,66,6.34e-06,40.0,APD3,P0C5W7,B1DYB,RANDY
2466,AP00625,sp|Q1KLY3|CAMP_GORGO,100.0,20,0,0,1,20,151,170,1.98e-05,40.4,APD3,Q1KLY3,CAMP,GORGO
2473,AP00626,sp|P49913|CAMP_HUMAN,100.0,30,0,0,1,30,141,170,3.25e-12,58.9,APD3,P49913,CAMP,HUMAN
2488,AP00627,sp|P49913|CAMP_HUMAN,100.0,31,0,0,1,31,140,170,1.22e-12,60.1,APD3,P49913,CAMP,HUMAN
2503,AP00628,sp|P49913|CAMP_HUMAN,100.0,23,0,0,1,23,134,156,5.89e-08,47.4,APD3,P49913,CAMP,HUMAN
2511,AP00646,sp|B6CPR5|B1PLA_LITPA,96.0,25,0,1,1,25,21,44,1.12e-09,49.3,APD3,B6CPR5,B1PLA,LITPA
2513,AP00647,sp|A7WNV3|B1PLB_LITPA,100.0,24,0,0,1,24,47,70,2.31e-10,51.6,APD3,A7WNV3,B1PLB,LITPA
2538,AP00648,sp|A7WNV4|B1PLC_LITPA,100.0,24,0,0,1,24,47,70,6.61e-10,50.4,APD3,A7WNV4,B1PLC,LITPA
2563,AP00651,sp|A7WNV5|E2PLA_LITPA,100.0,37,0,0,1,37,42,78,1.83e-19,75.5,APD3,A7WNV5,E2PLA,LITPA
2582,AP00654,sp|Q1JS92|RN2VA_ODOVE,100.0,28,0,0,1,28,44,71,6.31e-14,60.8,APD3,Q1JS92,RN2VA,ODOVE
2607,AP00660,sp|P83240|NDB31_PANIM,100.0,24,0,0,1,24,1,24,9.63e-11,51.6,APD3,P83240,NDB31,PANIM
2610,AP00661,sp|P82827|ES2L_RANLU,100.0,37,0,0,1,37,1,37,9.9e-20,75.1,APD3,P82827,ES2L,RANLU
2629,AP00662,sp|P82839|ES2B_LITBE,100.0,37,0,0,1,37,1,37,9.9e-20,75.1,APD3,P82839,ES2B,LITBE
2653,AP00672,sp|P41964|DMYC_DROME,100.0,44,0,0,1,44,27,70,2.1500000000000002e-32,108.0,APD3,P41964,DMYC,DROME
2668,AP00694,sp|P01504|MEL_APIFL,77.3,22,5,0,2,23,2,23,2.03e-05,38.1,APD3,P01504,MEL,APIFL
2671,AP00715,sp|P84920|DEF2_VIGUN,73.9,46,11,1,1,45,1,46,8.89e-24,85.9,APD3,P84920,DEF2,VIGUN
2696,AP00716,sp|P84920|DEF2_VIGUN,73.9,46,12,0,1,46,1,46,1.94e-25,90.1,APD3,P84920,DEF2,VIGUN
2721,AP00722,sp|P85028|CRYPT_CRYDU,100.0,24,0,0,1,24,1,24,9.28e-09,46.6,APD3,P85028,CRYPT,CRYDU
2722,AP00727,sp|Q5SC60|ANN1_AREMA,100.0,21,0,0,1,21,182,202,2.63e-09,51.2,APD3,Q5SC60,ANN1,AREMA
2724,AP00728,sp|Q5SC59|ANN2_AREMA,100.0,21,0,0,1,21,182,202,2.63e-09,51.2,APD3,Q5SC59,ANN2,AREMA
2726,AP00731,sp|P83430|SPHE2_APTPA,100.0,38,0,0,1,38,1,38,2.35e-25,89.4,APD3,P83430,SPHE2,APTPA
2735,AP00732,sp|P83429|SPHE1_APTPA,97.4,38,1,0,1,38,1,38,9.59e-25,87.8,APD3,P83429,SPHE1,APTPA
2743,AP00737,sp|Q800R4|PTC1_PHYBI,100.0,26,0,0,1,26,45,70,2.95e-09,48.9,APD3,Q800R4,PTC1,PHYBI
2744,AP00738,sp|P10082|PYY_HUMAN,100.0,36,0,0,1,36,29,64,4.08e-19,75.1,APD3,P10082,PYY,HUMAN
2769,AP00746,sp|P83651|ALO1_ACRLO,100.0,34,0,0,1,34,1,34,1.2499999999999999e-23,84.7,APD3,P83651,ALO1,ACRLO
2773,AP00747,sp|P83652|ALO2_ACRLO,100.0,34,0,0,1,34,1,34,3.59e-23,83.6,APD3,P83652,ALO2,ACRLO
2777,AP00748,sp|P85214|PROP1_GALME,100.0,37,0,0,1,37,1,37,1.82e-24,87.0,APD3,P85214,PROP1,GALME
2778,AP00749,sp|P85211|LEB1_GALME,100.0,42,0,0,1,42,1,42,5.21e-26,91.3,APD3,P85211,LEB1,GALME
2782,AP00751,sp|P85213|DEF1_GALME,100.0,43,0,0,1,43,30,72,7.320000000000001e-31,104.0,APD3,P85213,DEF1,GALME
2786,AP00752,sp|P85215|DEF2_GALME,100.0,44,0,0,1,44,1,44,5.5800000000000005e-33,108.0,APD3,P85215,DEF2,GALME
2791,AP00754,sp|P85216|AP2_GALME,100.0,60,0,0,1,60,1,60,1.69e-34,114.0,APD3,P85216,AP2,GALME
2792,AP00755,sp|P85210|CECD_GALME,100.0,39,0,0,1,39,1,39,5.55e-20,75.9,APD3,P85210,CECD,GALME
2811,AP00756,sp|P81490|DRS6_PHYBI,100.0,24,0,0,1,24,46,69,9.82e-10,50.1,APD3,P81490,DRS6,PHYBI
2817,AP00782,sp|Q90ZX8|PLE4_PSEAM,100.0,25,0,0,1,25,23,47,1.7e-12,57.0,APD3,Q90ZX8,PLE4,PSEAM
2820,AP00783,sp|P81941|PLE1_PSEAM,83.3,24,4,0,2,25,24,47,2.2e-08,46.6,APD3,P81941,PLE1,PSEAM
2822,AP00785,sp|P81941|PLE1_PSEAM,64.0,25,9,0,1,25,23,47,0.000788,35.0,APD3,P81941,PLE1,PSEAM
2824,AP00793,sp|P82284|BMNH4_BOMVA,100.0,20,0,0,1,20,1,20,2.08e-06,40.4,APD3,P82284,BMNH4,BOMVA
2849,AP00796,sp|F1DFM9|AMP_POCDA,100.0,39,0,0,1,39,68,106,2.88e-24,88.6,APD3,F1DFM9,AMP,POCDA
2850,AP00798,sp|P15515|HIS1_HUMAN,100.0,38,0,0,1,38,20,57,2.84e-22,82.0,APD3,P15515,HIS1,HUMAN
2852,AP00799,sp|P15515|HIS1_HUMAN,100.0,27,0,0,1,27,31,57,1.5e-14,62.0,APD3,P15515,HIS1,HUMAN
2854,AP00800,sp|P15516|HIS3_HUMAN,100.0,21,0,0,1,21,31,51,1.77e-08,46.2,APD3,P15516,HIS3,HUMAN
2855,AP00801,sp|P15516|HIS3_HUMAN,100.0,25,0,0,1,25,20,44,6.4e-10,50.1,APD3,P15516,HIS3,HUMAN
2857,AP00806,sp|Q86LE5|MPSIN_RHIMP,100.0,90,0,0,1,90,21,110,3.2e-63,189.0,APD3,Q86LE5,MPSIN,RHIMP
2860,AP00808,sp|A1Z0M0|HEPC_LARCR,95.0,20,1,0,1,20,66,85,4.4e-09,48.5,APD3,A1Z0M0,HEPC,LARCR
2862,AP00811,sp|Q91V13|LEAP2_MOUSE,100.0,40,0,0,1,40,37,76,3.7e-24,87.4,APD3,Q91V13,LEAP2,MOUSE
2868,AP00813,sp|P83653|ALO3_ACRLO,94.4,36,2,0,1,36,1,36,8.199999999999999e-23,82.8,APD3,P83653,ALO3,ACRLO
2873,AP00821,sp|P0C5X2|B2DYB_RANDY,78.8,33,6,1,1,32,1,33,4.41e-10,50.4,APD3,P0C5X2,B2DYB,RANDY
2883,AP00822,sp|P0C5X2|B2DYB_RANDY,72.7,33,9,0,1,33,1,33,1.13e-10,52.0,APD3,P0C5X2,B2DYB,RANDY
2900,AP00827,sp|P82741|RAN1_LITCT,92.0,25,2,0,1,25,1,25,1.75e-11,53.5,APD3,P82741,RAN1,LITCT
2902,AP00829,sp|P39084|RLXN_LITCT,80.0,20,4,0,1,20,47,66,1.81e-05,38.9,APD3,P39084,RLXN,LITCT
2907,AP00831,sp|P85071|NIG2A_ODOGR,94.7,19,1,0,1,19,46,64,2.09e-05,38.9,APD3,P85071,NIG2A,ODOGR
2909,AP00832,sp|Q58T41|M11H1_BOMMX,100.0,20,0,0,1,20,124,143,1.59e-05,40.4,APD3,Q58T41,M11H1,BOMMX
2919,AP00834,sp|P83416|VIRE_HELVI,55.3,38,17,0,1,38,2,39,1.15e-08,47.4,APD3,P83416,VIRE,HELVI
2923,AP00835,sp|Q86MA1|MOR_MANSE,69.0,42,13,0,1,42,26,67,6.74e-15,63.9,APD3,Q86MA1,MOR,MANSE
2927,AP00836,sp|P83416|VIRE_HELVI,60.0,35,14,0,1,35,2,36,3.71e-07,43.5,APD3,P83416,VIRE,HELVI
2929,AP00837,sp|P83416|VIRE_HELVI,52.6,38,18,0,1,38,2,39,1.07e-06,42.4,APD3,P83416,VIRE,HELVI
2931,AP00838,sp|P83416|VIRE_HELVI,55.3,38,17,0,1,38,2,39,1.84e-07,44.3,APD3,P83416,VIRE,HELVI
2933,AP00839,sp|P83416|VIRE_HELVI,57.1,35,15,0,1,35,2,36,1.52e-06,42.0,APD3,P83416,VIRE,HELVI
2935,AP00857,sp|P10645|CMGA_HUMAN,100.0,21,0,0,1,21,370,390,9.35e-08,47.4,APD3,P10645,CMGA,HUMAN
2941,AP00861,sp|A0SN42|BRB_AMOLO,100.0,24,0,0,1,24,47,70,6.61e-10,50.4,APD3,A0SN42,BRB,AMOLO
2966,AP00878,sp|P84111|BR1YA_RANBO,100.0,24,0,0,1,24,1,24,2.76e-10,50.4,APD3,P84111,BR1YA,RANBO
2991,AP00881,sp|E7EKE0|B2H2A_ODOHA,97.0,33,1,0,1,33,43,75,3.55e-13,59.3,APD3,E7EKE0,B2H2A,ODOHA
2996,AP00884,sp|A7UDM9|IXOSB_IXOSI,100.0,32,0,0,1,32,58,89,9.21e-18,71.2,APD3,A7UDM9,IXOSB,IXOSI
2997,AP00885,sp|P84112|BR1YB_RANBO,100.0,24,0,0,1,24,1,24,7.93e-10,49.3,APD3,P84112,BR1YB,RANBO
3022,AP00886,sp|P84113|BR1YC_RANBO,100.0,24,0,0,1,24,1,24,4.6e-09,47.4,APD3,P84113,BR1YC,RANBO
3027,AP00887,sp|P84114|RN2BA_RANBO,100.0,32,0,0,1,32,1,32,2.89e-17,68.6,APD3,P84114,RN2BA,RANBO
3049,AP00888,sp|P84115|RN2BB_RANBO,100.0,28,0,0,1,28,1,28,5.25e-14,60.1,APD3,P84115,RN2BB,RANBO
3074,AP00890,sp|Q26464|TX2A_MYRPI,85.2,27,4,0,1,27,49,75,4.91e-09,48.5,APD3,Q26464,TX2A,MYRPI
3075,AP00893,sp|A9CM07|TX3A_MYRBA,97.3,37,1,0,1,37,55,91,6.02e-18,72.0,APD3,A9CM07,TX3A,MYRBA
3076,AP00912,sp|Q5I2B2|AMP_AMARE,100.0,30,0,0,1,30,26,55,1.03e-18,73.6,APD3,Q5I2B2,AMP,AMARE
3101,AP00913,sp|O24006|AMP_IMPBA,70.0,20,6,0,1,20,55,74,2.06e-06,43.5,APD3,O24006,AMP,IMPBA
3102,AP00914,sp|O24006|AMP_IMPBA,80.0,20,4,0,1,20,55,74,8.05e-07,44.7,APD3,O24006,AMP,IMPBA
3103,AP00915,sp|A0A1S6EK91|MO1_MOROL,73.8,42,11,0,1,42,21,62,1.26e-17,71.2,APD3,A0A1S6EK91,MO1,MOROL
3128,AP00916,sp|P81418|PAFP_PHYAM,100.0,38,0,0,1,38,28,65,4.37e-25,89.4,APD3,P81418,PAFP,PHYAM
3133,AP00917,sp|P81418|PAFP_PHYAM,88.2,34,4,0,2,35,30,63,7.57e-19,73.6,APD3,P81418,PAFP,PHYAM
3139,AP00918,sp|P0C8Y4|DEF1_DAHME,100.0,50,0,0,1,50,1,50,4.390000000000001e-37,119.0,APD3,P0C8Y4,DEF1,DAHME
3164,AP00919,sp|P18646|DEF_VIGUN,100.0,47,0,0,1,47,29,75,3.55e-35,115.0,APD3,P18646,DEF,VIGUN
3183,AP00920,sp|Q01783|DF230_PEA,100.0,45,0,0,1,45,28,72,1.67e-32,108.0,APD3,Q01783,DF230,PEA
3191,AP00921,sp|P21924|DEF2_SORBI,95.7,47,2,0,1,47,1,47,4.73e-31,104.0,APD3,P21924,DEF2,SORBI
3216,AP00922,sp|P32026|DEF_TOBAC,100.0,47,0,0,1,47,26,72,1.15e-32,110.0,APD3,P32026,DEF,TOBAC
3241,AP00938,sp|Q800R4|PTC1_PHYBI,100.0,23,0,0,1,23,45,67,4.21e-08,45.8,APD3,Q800R4,PTC1,PHYBI
3242,AP00964,sp|P0DTD6|DRS1_AGALE,100.0,32,0,0,1,32,1,32,2.79e-15,63.5,APD3,P0DTD6,DRS1,AGALE
3260,AP00978,sp|Q01783|DF230_PEA,75.0,44,11,0,2,45,29,72,3.4099999999999995e-23,85.1,APD3,Q01783,DF230,PEA
3272,AP00979,sp|Q8GTM0|DEF_NICAL,100.0,47,0,0,1,47,26,72,8.07e-33,110.0,APD3,Q8GTM0,DEF,NICAL
3297,AP00981,sp|Q8H6Q1|DEF1_PETHY,100.0,47,0,0,1,47,26,72,1.7900000000000002e-31,107.0,APD3,Q8H6Q1,DEF1,PETHY
3308,AP00982,sp|Q8H6Q0|DEF2_PETHY,100.0,49,0,0,1,49,26,74,7e-36,118.0,APD3,Q8H6Q0,DEF2,PETHY
3323,AP00983,sp|P32026|DEF_TOBAC,60.0,50,19,1,1,50,24,72,1.16e-14,64.7,APD3,P32026,DEF,TOBAC
3348,AP00984,sp|C0HK49|DEF_NICSU,66.7,45,15,0,3,47,3,47,7.63e-19,73.6,APD3,C0HK49,DEF,NICSU
3373,AP00985,sp|C0HK49|DEF_NICSU,95.7,47,2,0,1,47,1,47,1.95e-32,107.0,APD3,C0HK49,DEF,NICSU
3398,AP00986,sp|O24115|DEF1_NICPA,100.0,48,0,0,1,48,26,73,6.11e-33,110.0,APD3,O24115,DEF1,NICPA
3423,AP00987,sp|A6XMY0|ARA1_HYAAR,97.3,37,1,0,1,37,26,62,8.96e-20,75.9,APD3,A6XMY0,ARA1,HYAAR
3425,AP00990,sp|P20346|DF322_SOLTU,94.7,19,1,0,1,19,28,46,3.08e-07,43.5,APD3,P20346,DF322,SOLTU
3427,AP00991,sp|Q948Z4|SNAK1_SOLTU,98.4,63,1,0,1,63,26,88,2.1299999999999998e-45,142.0,APD3,Q948Z4,SNAK1,SOLTU
3451,AP00992,sp|Q93X17|SNAK2_SOLTU,100.0,66,0,0,1,66,39,104,2.02e-47,148.0,APD3,Q93X17,SNAK2,SOLTU
3474,AP00993,sp|P81571|DEFD2_SPIOL,100.0,52,0,0,1,52,1,52,3.5300000000000003e-37,120.0,APD3,P81571,DEFD2,SPIOL
3499,AP00994,sp|P81567|DEFD6_SPIOL,83.3,24,4,0,1,24,1,24,5.37e-08,44.7,APD3,P81567,DEFD6,SPIOL
3500,AP01005,sp|P0C1Z8|TACB1_TACTR,100.0,42,0,0,1,42,1,42,4.59e-29,99.0,APD3,P0C1Z8,TACB1,TACTR
3502,AP01006,sp|P0C1Z9|TACB2_TACTR,100.0,42,0,0,1,42,1,42,3.23e-29,99.4,APD3,P0C1Z9,TACB2,TACTR
3504,AP01008,sp|Q9U8X3|TACA2_TACTR,100.0,44,0,0,1,44,24,67,2.7199999999999997e-30,102.0,APD3,Q9U8X3,TACA2,TACTR
3506,AP01009,sp|P0C200|TACHC_TACTR,97.6,41,1,0,1,41,1,41,4.31e-29,99.0,APD3,P0C200,TACHC,TACTR
3507,AP01010,sp|Q1ELT9|LAT1_LACTA,100.0,25,0,0,1,25,63,87,2.1e-09,49.7,APD3,Q1ELT9,LAT1,LACTA
3508,AP01011,sp|Q1ELU1|LAT2A_LACTA,100.0,26,0,0,1,26,59,84,8.66e-11,53.1,APD3,Q1ELU1,LAT2A,LACTA
3510,AP01012,sp|Q1ELU3|LAT3A_LACTA,100.0,20,0,0,1,20,62,81,7.04e-05,37.7,APD3,Q1ELU3,LAT3A,LACTA
3512,AP01013,sp|Q1ELU2|LAT3B_LACTA,100.0,20,0,0,1,20,62,81,8.77e-06,40.0,APD3,Q1ELU2,LAT3B,LACTA
3514,AP01014,sp|Q1ELU5|LAT4A_LACTA,100.0,24,0,0,1,24,183,206,6.08e-10,53.1,APD3,Q1ELU5,LAT4A,LACTA
3516,AP01015,sp|Q1ELU4|LAT4B_LACTA,100.0,24,0,0,1,24,155,178,6.57e-09,50.1,APD3,Q1ELU4,LAT4B,LACTA
3518,AP01036,sp|C0HLP8|CYO2_HYBEN,100.0,30,0,0,1,30,1,30,6.29e-18,70.1,APD3,C0HLP8,CYO2,HYBEN
3543,AP01037,sp|P58435|CYO3_VIOOD,100.0,30,0,0,1,30,1,30,3.11e-18,70.9,APD3,P58435,CYO3,VIOOD
3568,AP01049,sp|C0HL26|CYPLD_PSYBR,93.1,29,2,0,1,29,1,29,1.46e-18,71.6,APD3,C0HL26,CYPLD,PSYBR
3593,AP01052,sp|P81591|AMP_IPONI,100.0,40,0,0,1,40,1,40,6.650000000000001e-26,90.9,APD3,P81591,AMP,IPONI
3618,AP01064,sp|C0HL23|CYO17_PSYBR,96.7,30,1,0,1,30,1,30,1.81e-17,68.9,APD3,C0HL23,CYO17,PSYBR
3643,AP01071,sp|P85182|CYO19_VIOOD,100.0,31,0,0,1,31,1,31,4e-19,73.2,APD3,P85182,CYO19,VIOOD
3668,AP01136,sp|P0C589|TRIC_VIOAR,100.0,33,0,0,1,33,73,105,1.19e-20,81.6,APD3,P0C589,TRIC,VIOAR
3693,AP01150,sp|Q86SC0|SCAB_ORYRH,100.0,36,0,0,1,36,29,64,7.989999999999999e-23,83.6,APD3,Q86SC0,SCAB,ORYRH
3694,AP01153,sp|Q9W5U2|CHI10_DROME,41.7,48,24,1,15,62,700,743,0.00013,40.8,APD3,Q9W5U2,CHI10,DROME
3695,AP01160,sp|P56552|DEF_PENBA,100.0,54,0,0,1,54,1,54,3.57e-40,127.0,APD3,P56552,DEF,PENBA
3699,AP01161,sp|P22749|GNLY_HUMAN,100.0,74,0,0,1,74,63,136,2.47e-47,149.0,APD3,P22749,GNLY,HUMAN
3702,AP01162,sp|P83597|EAP2_EUCUL,100.0,41,0,0,1,41,1,41,7.63e-21,78.2,APD3,P83597,EAP2,EUCUL
3704,AP01163,sp|P84156|DEFN_ARCDE,100.0,41,0,0,1,41,1,41,4.5800000000000004e-29,99.0,APD3,P84156,DEFN,ARCDE
3708,AP01164,sp|P83596|EAP1_EUCUL,100.0,41,0,0,1,41,1,41,6.9e-15,63.2,APD3,P83596,EAP1,EUCUL
3710,AP01166,sp|Q8T0W8|DIAP_GASAT,100.0,41,0,0,1,41,25,65,2.19e-28,97.8,APD3,Q8T0W8,DIAP,GASAT
3714,AP01220,sp|P0CJ29|ASCA5_ASCTR,95.8,24,1,0,1,24,1,24,7.93e-10,49.3,APD3,P0CJ29,ASCA5,ASCTR
3718,AP01223,sp|P0CJ32|ASCA8_ASCTR,100.0,19,0,0,1,19,1,19,2.82e-06,40.0,APD3,P0CJ32,ASCA8,ASCTR
3719,AP01234,sp|O96447|LMBC1_LUMRU,100.0,62,0,0,1,62,15,76,9.419999999999999e-42,132.0,APD3,O96447,LMBC1,LUMRU
3721,AP01235,sp|P84117|PERI_PERAI,100.0,51,0,0,1,51,1,51,4.39e-33,109.0,APD3,P84117,PERI,PERAI
3722,AP01239,sp|B6D434|CAMP_BUNFA,100.0,28,0,0,3,30,164,191,1.8e-10,54.7,APD3,B6D434,CAMP,BUNFA
3725,AP01243,sp|P86521|AMP_LYMAR,65.0,20,7,0,25,44,14,33,9.92e-05,37.7,APD3,P86521,AMP,LYMAR
3732,AP01244,sp|P86521|AMP_LYMAR,56.5,23,10,0,22,44,11,33,6.98e-05,38.1,APD3,P86521,AMP,LYMAR
3740,AP01245,sp|Q43017|NLTP1_PRUDU,55.6,90,38,2,1,89,26,114,1.2400000000000001e-27,99.8,APD3,Q43017,NLTP1,PRUDU
3765,AP01246,sp|Q7TNV9|DFB14_MOUSE,100.0,45,0,0,1,45,23,67,1.36e-28,98.6,APD3,Q7TNV9,DFB14,MOUSE
3774,AP01250,sp|P83719|RACYT_RANTE,100.0,17,0,0,1,17,44,60,5.31e-08,45.1,APD3,P83719,RACYT,RANTE
3779,AP01251,sp|P83663|RACYE_PELLE,100.0,17,0,0,1,17,1,17,3.85e-08,44.7,APD3,P83663,RACYE,PELLE
3783,AP01252,sp|Q90WP7|PLR_LITPI,100.0,18,0,0,1,18,44,61,1.18e-09,49.3,APD3,Q90WP7,PLR,LITPI
3788,AP01255,sp|P0C5X5|B2DYE_RANDY,70.3,37,11,0,1,37,1,37,1.49e-12,57.0,APD3,P0C5X5,B2DYE,RANDY
3808,AP01256,sp|P0C5X5|B2DYE_RANDY,67.6,37,12,0,1,37,1,37,4.29e-12,55.8,APD3,P0C5X5,B2DYE,RANDY
3831,AP01258,sp|P86161|RN2VA_RANAR,82.1,28,5,0,1,28,1,28,4.9e-10,50.1,APD3,P86161,RN2VA,RANAR
3842,AP01259,sp|P14666|CEC4_BOMMO,100.0,35,0,0,1,35,1,35,1.2e-17,69.7,APD3,P14666,CEC4,BOMMO
3866,AP01267,sp|P82319|DEF4_MACMU,84.8,33,4,1,1,32,62,94,7.63e-13,58.9,APD3,P82319,DEF4,MACMU
3878,AP01277,sp|P01538|THN3_VISAL,100.0,46,0,0,1,46,27,72,6.190000000000001e-31,105.0,APD3,P01538,THN3,VISAL
3903,AP01287,sp|P46160|DEFB2_BOVIN,70.0,30,9,0,1,30,1,30,1.35e-11,54.3,APD3,P46160,DEFB2,BOVIN
3926,AP01291,sp|E7EKD9|ODRB1_ODOHA,100.0,20,0,0,1,20,44,63,6.6e-10,50.1,APD3,E7EKD9,ODRB1,ODOHA
3931,AP01292,sp|C0HL70|B2GRB_ODOGR,93.9,33,2,0,1,33,1,33,2.44e-14,61.2,APD3,C0HL70,B2GRB,ODOGR
3944,AP01293,sp|B3A0M3|B2JD_ODOJI,93.9,33,2,0,1,33,1,33,2.44e-14,61.2,APD3,B3A0M3,B2JD,ODOJI
3963,AP01294,sp|C0HL70|B2GRB_ODOGR,58.1,31,13,0,1,31,1,31,6.86e-05,37.4,APD3,C0HL70,B2GRB,ODOGR
3964,AP01295,sp|F1T152|PA2IA_ODOIS,86.2,29,4,0,1,29,42,70,1.77e-11,54.7,APD3,F1T152,PA2IA,ODOIS
3988,AP01297,sp|B3A0M7|NIG2B_ODOJI,95.2,21,1,0,1,21,1,21,4.61e-08,44.7,APD3,B3A0M7,NIG2B,ODOJI
3992,AP01299,sp|C0HL71|B2GRC_ODOGR,63.6,33,12,0,1,33,1,33,2.54e-07,43.9,APD3,C0HL71,B2GRC,ODOGR
3999,AP01303,sp|P86028|BR1RA_PELRI,91.7,24,2,0,1,24,1,24,6.53e-09,47.0,APD3,P86028,BR1RA,PELRI
4003,AP01304,sp|P85071|NIG2A_ODOGR,95.2,21,1,0,1,21,46,66,8.92e-07,43.1,APD3,P85071,NIG2A,ODOGR
4005,AP01310,sp|P85071|NIG2A_ODOGR,95.2,21,1,0,1,21,46,66,4.97e-08,45.4,APD3,P85071,NIG2A,ODOGR
4009,AP01311,sp|P85071|NIG2A_ODOGR,90.5,21,2,0,1,21,46,66,4.69e-06,40.4,APD3,P85071,NIG2A,ODOGR
4012,AP01312,sp|P85071|NIG2A_ODOGR,100.0,20,0,0,1,20,46,65,8.17e-07,42.4,APD3,P85071,NIG2A,ODOGR
4014,AP01313,sp|P85071|NIG2A_ODOGR,100.0,21,0,0,1,21,46,66,3.5e-08,45.8,APD3,P85071,NIG2A,ODOGR
